fondo*name*period*start_date*end_date*riesgo*rotacion*rentab_avg*remun_liq*n_participaciones*n_participes*beneficio*patrimonio*dividendos*valor_liq*comision_gest_pat*comision_gest_res*comision_gest_total*comision_depos*rentab_IIC_trim*volat_vl_trim*ratio_gastos_trim*clase
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2009 S2*2009-07-01*2009-12-31*Alto*1.35*0.29**60297.64*915*0.0*16117317*false*267.296***1.13*0.07*2.67*22.29*0.59*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*SAFEI OP.ESPANA*2009 T3*2009-07-01*2009-09-30*Alto*0.26*0.28**63774.29*955*0.0*16590317*false*260.3388***0.57*0.04****False
BANKIA SMALL & MID CAPS ESPAÑA, FI*SAFEI OP.ESPANA*2009 S1*2009-01-01*2009-06-30*Alto*2.36*0.71**67056.26*985*0.0*14525921*false*216.6229***1.12*0.07*27.73*0.36*0.63*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2010 S2*2010-07-01*2010-12-31*ALTO*1.09*0.43**50030.11*763*0.0*11817998*false*236.2177***1.13*0.05*-0.79*13.78*0.61*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2010 T3*2010-07-01*2010-09-30*ALTO*0.52*0.36**54847.02*812*0.0*13059657*false*238.1106***0.57*0.03*11.04*20.2*0.61*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2010 S1*2010-01-01*2010-06-30*ALTO*2.1*0.27**54518.07*836*0.0*11690544*false*214.4343***1.12*0.05*-16.35*21.01*0.6*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2010 T1*2010-01-01*2010-03-31*ALTO*1.67*0.25**57532.9*885*0.0*14748139*false*256.3427***0.56*0.02*-4.1*19.65*0.59*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2011 T3*2011-07-01*2011-09-30*ALTO*0.71*0.84**50767.7*811*0.0*10014721*false*197.2656***0.57*0.03*-22.5*28.04*0.61*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2011 S1*2011-01-01*2011-06-30*ALTO*2.13*0.72**54086.61*861*0.0*13767043*false*254.537***1.12*0.05*-4.27*13.65*0.6*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*C M SMALL CAPS*2011 T1*2011-01-01*2011-03-31*ALTO*1.53*0.51**52073.37*824*0.0*13846163*false*265.8972***0.55*0.02*12.56*14.17*0.59*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2012 T3*2012-07-01*2012-09-30*ALTO*0.65*0.08**29585.15*741*0.0*5569930*false*188.2678*0.52*0.0*0.52*0.03***0.57*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2012 S1*2012-01-01*2012-06-30*ALTO*1.95*0.31**27800.92*556*0.0*4997844*false*179.7726*1.12*0.0*1.12*0.05*-11.05*20.52*0.61*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2012 T1*2012-01-01*2012-03-31*ALTO*1.02*0.33**38469.21*639*0.0*7775124*false*202.1129*0.56*0.0*0.56*0.02*4.44*19.62*0.6*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2011 S2*2011-07-01*2011-12-31*ALTO*1.44*0.77**40836.25*691*0.0*7902284*false*193.5115*1.14*0.0*1.14*0.05*-1.9*20.05*0.61*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2013 T3*2013-07-01*2013-09-30*ALTO*0.56*0.01**31505.59*732*0.0*8041026*false*255.2254*0.5*0.0*0.5*0.04*16.48*12.37*0.59*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2013 S1*2013-01-01*2013-06-30*ALTO*1.65*0.01**27606.14*683*0.0*6048933*false*219.1155*0.99*0.0*0.99*0.07*4.07*14.31*0.57*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2013 T1*2013-01-01*2013-03-31*ALTO*0.76*0.01**27892.75*706*0.0*5872806*false*210.5496*0.49*0.0*0.49*0.04*5.21*15.62*0.56*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPANA*2012 S2*2012-07-01*2012-12-31*6*1.37*0.06**27210.22*704*0.0*5445598*false*200.1306*1.03*0.0*1.03*0.07*6.3*15.19*0.58*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2014 S2*2014-07-01*2014-12-31*6, en una escala del 1 al 7*0.71*0.01**77481.48*1746*0.0*22833032*false*294.6902*1.01*0.0*1.01*0.08*-2.81*16.13*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2014 T3*2014-07-01*2014-09-30*6, en una escala del 1 al 7*0.38*0.02**96741.52*2053*0.0*29332697*false*303.2069*0.51*0.0*0.51*0.04*-7.51*13.98*0.55*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2014 T1*2014-01-01*2014-03-31*6, en una escala del 1 al 7*0.69*0.01**86635.53*1771*0.0*28093174*false*324.2685*0.49*0.0*0.49*0.04*10.8*12.95*0.53*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2013 S2*2013-07-01*2013-12-31*6, en una escala del 1 al 7*1.25*0.01**56816.63*1100*0.0*16627734*false*292.6561*1.0*0.0*1.0*0.08*14.67*12.75*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2015 T3*2015-07-01*2015-09-30*6, en una escala del 1 al 7*0.06*0.0**87188.16*2333*0.0*26115706*false*299.5327*0.5*0.0*0.5*0.04*-11.66*18.29*0.55*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2015 S1*2015-01-01*2015-06-30*6, en una escala del 1 al 7*0.59*0.0**86232.25*2199*0.0*29240166*false*339.0862*0.99*0.0*0.99*0.07*-4.89*16.48*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2015 T1*2015-01-01*2015-03-31*6, en una escala del 1 al 7*0.27*0.01**78395.74*1923*0.0*27949110*false*356.5131*0.49*0.0*0.49*0.04*20.98*15.86*0.53*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2016 T3*2016-07-01*2016-09-30*6, en una escala del 1 al 7*0.22*0.0**92641.62*2447*0.0*28772543*false*310.579*0.5*0.0*0.5*0.04*9.46*19.12*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2016 S1*2016-01-01*2016-06-30*6, en una escala del 1 al 7*0.52*0.0**89745.34*2388*0.0*25464935*false*283.7466*1.0*0.0*1.0*0.07*-5.94*21.46*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2016 T1*2016-01-01*2016-03-31*6, en una escala del 1 al 7*0.25*0.0**87734.65*2350*0.0*26467604*false*301.6779*0.5*0.0*0.5*0.04*-4.05*19.43*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2015 S2*2015-07-01*2015-12-31*6, en una escala del 1 al 7*0.31*0.0**89756.36*2420*0.0*28221841*false*314.4272*1.01*0.0*1.01*0.08*4.97*17.02*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2017 T3*2017-07-01*2017-09-30*6, en una escala del 1 al 7*0.0*0.0**255941.05*7286*0.0*94400017*false*368.835*0.5*0.0*0.5*0.04*-3.17*9.31*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2017 S1*2017-01-01*2017-06-30*6, en una escala del 1 al 7*0.0*0.0**234135.96*6289*0.0*89181849*false*380.8977*0.99*0.0*0.99*0.07*5.04*9.93*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2017 T1*2017-01-01*2017-03-31*6, en una escala del 1 al 7*0.0*0.0**178500.22*4413*0.0*64731071*false*362.6386*0.49*0.0*0.49*0.04*8.73*14.65*0.53*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*BANKIA SMALLyMID CAPS ESPAÿA*2016 S2*2016-07-01*2016-12-31*6, en una escala del 1 al 7*0.41*0.0**99024.26*2569*0.0*33026323*false*333.5175*1.0*0.0*1.0*0.08*7.39*18.22*0.54*False
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA INTERNA, FI*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.48*-0.43**257498.99*7*0.0*27073804*false*105.1414*0.0*0.0*0.0*0.0*23.32*15.63*0.02*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA CARTERA, FI*2020 S2*2020-07-01*2020-12-31*6, en una escala del 1 al 7*0.48*-0.43**16950.32*52*0.0*1667098*false*98.352*0.4*0.0*0.4*0.08*23.03*15.63*0.25*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA UNIVERSAL, FI*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.18*-0.36**322527.14*8510*0.0*97001036*false*300.7531*0.5*0.0*0.5*0.04*1.34*14.26*0.56*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA INTERNA, FI*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.18*-0.36**257499.12*7*0.0*21953654*false*85.2572*0.0*0.0*0.0*0.0*1.89*14.26*0.02*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA CARTERA, FI*2020 T3*2020-07-01*2020-09-30*6, en una escala del 1 al 7*0.18*-0.36**17101.79*48*0.0*1367159*false*79.9425*0.2*0.0*0.2*0.04*1.65*14.26*0.25*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA UNIVERSAL, FI*2020 S1*2020-01-01*2020-06-30*5, en una escala del 1 al 7*0.37*-0.28**340168.25*8849*0.0*100954589*false*296.7784*0.99*0.0*0.99*0.07*11.37*20.37*0.55*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA INTERNA, FI*2020 S1*2020-01-01*2020-06-30*5, en una escala del 1 al 7*0.37*-0.28**257499.16*7*0.0*21546758*false*83.677*0.0*0.0*0.0*0.0*11.97*20.37*0.02*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA CARTERA, FI*2020 S1*2020-01-01*2020-06-30*5, en una escala del 1 al 7*0.37*-0.28**15885.75*53*0.0*1249389*false*78.6484*0.4*0.0*0.4*0.07*11.71*20.37*0.25*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA UNIVERSAL, FI*2020 T1*2020-01-01*2020-03-31*5, en una escala del 1 al 7*0.15*-0.23**352445.25*9078*0.0*93915663*false*266.4688*0.5*0.0*0.5*0.04*-27.64*36.34*0.55*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA INTERNA, FI*2020 T1*2020-01-01*2020-03-31*5, en una escala del 1 al 7*0.15*-0.23**257499.0*7*0.0*19243029*false*74.7305*0.0*0.0*0.0*0.0*-27.26*36.34*0.01*True
BANKIA SMALL & MID CAPS ESPAÑA, FI*PT. BANKIA SMALL y MID CAPS ESPAÿA CARTERA, FI*2020 T1*2020-01-01*2020-03-31*5, en una escala del 1 al 7*0.15*-0.23**22210.04*72*0.0*1563711*false*70.4056*0.2*0.0*0.2*0.04*-27.43*36.34*0.25*True
